order,Year,Month,Day,Date,DOY,TOD,Time,Shade,Transect,Stick,Distance to stick one,Height,Temperature,,,,,
2253,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,2,2,80,30.6,,,,,
2254,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,2,2,90,30,,,,,
2255,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,2,2,100,30.5,,,,,
2256,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,0,30.5,,,,,
2257,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,10,32.2,,,,,
2258,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,20,30.6,,,,,
2259,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,30,29,,,,,
2260,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,40,30,,,,,
2261,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,50,31,,,,,
2262,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,60,31.1,,,,,
2263,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,70,30.8,,,,,
2264,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,80,31.2,,,,,
2265,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,90,30.5,,,,,
2266,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,3,7,100,30.2,,,,,
2267,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,0,46.5,,,,,
2268,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,10,47,,,,,
2269,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,20,46.8,,,,,
2270,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,30,44.9,,,,,
2271,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,40,42.8,,,,,
2272,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,50,43.4,,,,,
2273,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,60,42.8,,,,,
2274,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,70,42.7,,,,,
2275,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,80,42.7,,,,,
2276,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,90,42.4,,,,,
2277,2024,6,30,6/30/2024,182,3,4:00 PM,0,3,4,27,100,42.6,,,,,
2278,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,0,28.1,,,,,
2279,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,10,29.7,,,,,
2280,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,20,28.2,,,,,
2281,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,30,28,,,,,
2282,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,40,27.5,,,,,
2283,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,50,27.4,,,,,
2284,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,60,27.4,,,,,
2285,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,70,27.1,,,,,
2286,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,80,27.1,,,,,
2287,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,90,27.2,,,,,
2288,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,1,0,100,26.8,,,,,
2289,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,0,32.2,,,,,
2290,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,10,31.2,,,,,
2291,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,20,29.4,,,,,
2292,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,30,27.7,,,,,
2293,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,40,27.5,,,,,
2294,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,50,26.8,,,,,
2295,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,60,27.3,,,,,
2296,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,70,27.3,,,,,
2297,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,80,26.1,,,,,
2298,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,90,25.5,,,,,
2299,2024,6,30,6/30/2024,182,3,4:00 PM,0,4,2,2,100,25.6,,,,,
2300,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,0,29.1,,,,,
2301,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,10,32.4,,,,,
2302,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,20,29.6,,,,,
2303,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,30,29.5,,,,,
2304,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,40,27.4,,,,,
2305,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,50,28,,,,,
2306,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,60,28.7,,,,,
2307,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,70,29.5,,,,,
2308,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,80,28.4,,,,,
2309,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,90,27.9,,,,,
2310,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,3,7,100,27.9,,,,,
2311,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,0,36.8,,,,,
2312,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,10,41.1,,,,,
2313,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,20,42.6,,,,,
2314,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,30,40.3,,,,,
2315,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,40,39.2,,,,,
2316,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,50,44.4,,,,,
2317,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,60,43.9,,,,,
2318,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,70,44.8,,,,,
2319,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,80,44.5,,,,,
2320,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,90,43.4,,,,,
2321,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,4,4,27,100,43.7,,,,,
2322,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,0,22.9,,,,,
2323,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,10,23,,,,,
2324,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,20,22.6,,,,,
2325,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,30,23.4,,,,,
2326,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,40,23.6,,,,,
2327,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,50,23.8,,,,,
2328,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,60,24.3,,,,,
2329,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,70,24.5,,,,,
2330,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,80,24.5,,,,,
2331,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,90,24.5,,,,,
2332,2024,6,30,6/30/2024,182,3,4:00 PM,0.5,5,1,0,100,24.5,,,,,
2333,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,0,22,,,,,
2334,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,10,23.1,,,,,
2335,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,20,22.8,,,,,
2336,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,30,23.2,,,,,
2337,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,40,23.5,,,,,
2338,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,50,23.8,,,,,
2339,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,60,24,,,,,
2340,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,70,24.3,,,,,
2341,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,80,24.3,,,,,
2342,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,90,24.3,,,,,
2343,2024,6,30,6/30/2024,182,3,4:00 PM,0,5,2,2,100,24.5,,,,,
2344,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,0,22.8,,,,,
2345,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,10,22.3,,,,,
2346,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,20,26,,,,,
2347,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,30,26.2,,,,,
2348,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,40,26.2,,,,,
2349,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,50,25.6,,,,,
2350,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,60,25.9,,,,,
2351,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,70,25.5,,,,,
2352,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,80,25.5,,,,,
2353,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,90,25.5,,,,,
2354,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,3,7,100,25.5,,,,,
2355,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,0,38.4,,,,,
2356,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,10,40.5,,,,,
2357,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,20,39.6,,,,,
2358,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,30,36.5,,,,,
2359,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,40,33,,,,,
2360,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,50,34.9,,,,,
2361,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,60,37.3,,,,,
2362,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,70,39,,,,,
2363,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,80,31.4,,,,,
2364,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,90,35.3,,,,,
2365,2024,6,30,6/30/2024,182,3,4:00 PM,1,5,4,27,100,38.3,,,,,
2366,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,0,16.3,,,,,
2367,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,10,19.6,,,,,
2368,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,20,17,,,,,
2369,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,30,17.4,,,,,
2370,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,40,17.3,,,,,
2371,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,50,18.1,,,,,
2372,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,60,17.8,,,,,
2373,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,70,17.9,,,,,
2374,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,80,18,,,,,
2375,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,90,18,,,,,
2376,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,1,1,0,100,17.6,,,,,
2377,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,0,16.5,,,,,
2378,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,10,16.5,,,,,
2379,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,20,17.5,,,,,
2380,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,30,16.5,,,,,
2381,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,40,16.5,,,,,
2382,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,50,16.6,,,,,
2383,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,60,17.3,,,,,
2384,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,70,17,,,,,
2385,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,80,17,,,,,
2386,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,90,16.9,,,,,
2387,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,2,2,100,16.8,,,,,
2388,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,0,15.1,,,,,
2389,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,10,13.9,,,,,
2390,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,20,14.5,,,,,
2391,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,30,15,,,,,
2392,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,40,15.8,,,,,
2393,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,50,16.4,,,,,
2394,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,60,16.5,,,,,
2395,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,70,16.3,,,,,
2396,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,80,16.5,,,,,
2397,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,90,15.8,,,,,
2398,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,3,7,100,16.1,,,,,
2399,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,0,14.6,,,,,
2400,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,10,14,,,,,
2401,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,20,13.9,,,,,
2402,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,30,14,,,,,
2403,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,40,14,,,,,
2404,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,50,13.9,,,,,
2405,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,60,13.9,,,,,
2406,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,70,13.6,,,,,
2407,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,80,13.6,,,,,
2408,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,90,13.6,,,,,
2409,2024,7,3,7/3/2024,185,4,8:00 PM,0,1,4,27,100,13.6,,,,,
2410,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,0,14.5,,,,,
2411,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,10,16.4,,,,,
2412,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,20,17,,,,,
2413,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,30,17.2,,,,,
2414,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,40,17,,,,,
2415,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,50,17.2,,,,,
2416,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,60,17.2,,,,,
2417,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,70,17.2,,,,,
2418,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,80,17.2,,,,,
2419,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,90,17.2,,,,,
2420,2024,7,3,7/3/2024,185,4,8:00 PM,1,2,1,0,100,17.2,,,,,
2421,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,0,15,,,,,
2422,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,10,14.9,,,,,
2423,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,20,15.4,,,,,
2424,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,30,15.8,,,,,
2425,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,40,16,,,,,
2426,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,50,17.1,,,,,
2427,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,60,17.1,,,,,
2428,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,70,17.1,,,,,
2429,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,80,17.1,,,,,
2430,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,90,17.1,,,,,
2431,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,2,2,100,17.1,,,,,
2432,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,0,14.3,,,,,
2433,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,10,15.3,,,,,
2434,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,20,14.9,,,,,
2435,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,30,15.2,,,,,
2436,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,40,14.5,,,,,
2437,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,50,16.1,,,,,
2438,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,60,16.3,,,,,
2439,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,70,16.4,,,,,
2440,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,80,16.5,,,,,
2441,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,90,16.2,,,,,
2442,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,3,7,100,16.1,,,,,
2443,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,0,13.5,,,,,
2444,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,10,12.2,,,,,
2445,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,20,12.1,,,,,
2446,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,30,12.1,,,,,
2447,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,40,12.1,,,,,
2448,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,50,12.9,,,,,
2449,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,60,13.7,,,,,
2450,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,70,14,,,,,
2451,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,80,14,,,,,
2452,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,90,14,,,,,
2453,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,2,4,27,100,14,,,,,
2454,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,0,16.1,,,,,
2455,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,10,16.1,,,,,
2456,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,20,16.1,,,,,
2457,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,30,16.1,,,,,
2458,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,40,16.1,,,,,
2459,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,50,16.3,,,,,
2460,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,60,16.1,,,,,
2461,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,70,16,,,,,
2462,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,80,16,,,,,
2463,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,90,16.3,,,,,
2464,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,3,1,0,100,16.5,,,,,
2465,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,0,16.3,,,,,
2466,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,10,16,,,,,
2467,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,20,15,,,,,
2468,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,30,14.6,,,,,
2469,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,40,15,,,,,
2470,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,50,15.9,,,,,
2471,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,60,16,,,,,
2472,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,70,16,,,,,
2473,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,80,16,,,,,
2474,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,90,16,,,,,
2475,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,2,2,100,16,,,,,
2476,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,0,14.6,,,,,
2477,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,10,14.6,,,,,
2478,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,20,14.6,,,,,
2479,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,30,16,,,,,
2480,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,40,16,,,,,
2481,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,50,16,,,,,
2482,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,60,16,,,,,
2483,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,70,16,,,,,
2484,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,80,16,,,,,
2485,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,90,15.9,,,,,
2486,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,3,7,100,15.8,,,,,
2487,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,0,13.4,,,,,
2488,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,10,12.6,,,,,
2489,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,20,12.5,,,,,
2490,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,30,13.1,,,,,
2491,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,40,13.1,,,,,
2492,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,50,13.2,,,,,
2493,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,60,13.9,,,,,
2494,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,70,13.8,,,,,
2495,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,80,14,,,,,
2496,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,90,14,,,,,
2497,2024,7,3,7/3/2024,185,4,8:00 PM,0,3,4,27,100,14,,,,,
2498,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,0,14.5,,,,,
2499,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,10,14.5,,,,,
2500,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,20,15.2,,,,,
2501,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,30,15.9,,,,,
2502,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,40,15.8,,,,,
2503,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,50,15.9,,,,,
2504,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,60,15.9,,,,,
2505,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,70,15.9,,,,,
2506,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,80,15.9,,,,,
2507,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,90,15.9,,,,,
2508,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,1,0,100,15.9,,,,,
2509,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,0,14.3,,,,,
2510,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,10,13.7,,,,,
2511,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,20,13.8,,,,,
2512,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,30,14.2,,,,,
2513,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,40,14.6,,,,,
2514,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,50,14.6,,,,,
2515,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,60,15,,,,,
2516,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,70,14.8,,,,,
2517,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,80,14.9,,,,,
2518,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,90,14.9,,,,,
2519,2024,7,3,7/3/2024,185,4,8:00 PM,0,4,2,2,100,14.5,,,,,
2520,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,0,13.1,,,,,
2521,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,10,13.1,,,,,
2522,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,20,13.9,,,,,
2523,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,30,13.9,,,,,
2524,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,40,14.4,,,,,
2525,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,50,14.6,,,,,
2526,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,60,14.6,,,,,
2527,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,70,14.6,,,,,
2528,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,80,14.6,,,,,
2529,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,90,14.6,,,,,
2530,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,3,7,100,14.6,,,,,
2531,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,0,13.4,,,,,
2532,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,10,12.3,,,,,
2533,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,20,12.4,,,,,
2534,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,30,12.8,,,,,
2535,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,40,13.1,,,,,
2536,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,50,14,,,,,
2537,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,60,14,,,,,
2538,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,70,14,,,,,
2539,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,80,14,,,,,
2540,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,90,14,,,,,
2541,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,4,4,27,100,14,,,,,
2542,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,5,1,0,0,14,,,,,
2543,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,5,1,0,10,14.6,,,,,
2544,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,5,1,0,20,14.6,,,,,
2545,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,5,1,0,30,14.6,,,,,
2546,2024,7,3,7/3/2024,185,4,8:00 PM,0.5,5,1,0,40,15,,,,,
